timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
1741221141.8027442,0.014501660130918026,-0.16173335909843445,0.9346349835395813,-0.9961130023002625,-0.07506883889436722,-0.04563835635781288
1741221141.90354,0.3420693576335907,0.042604342103004456,0.8921560645103455,-0.952286958694458,-0.07216674834489822,-0.06948591768741608
1741221142.0040507,0.20858177542686462,-0.2631983757019043,0.9306985139846802,-0.8687542080879211,-0.19089266657829285,-0.030788343399763107
1741221142.1045558,0.2568075656890869,-0.5266114473342896,0.9112650752067566,-0.8896957039833069,-0.2487693428993225,0.032859984785318375
1741221142.205059,-0.05548654496669769,-0.6581392884254456,0.6981255412101746,-0.8991960883140564,-0.3607487976551056,0.12115393579006195
1741221142.3055685,-0.043596841394901276,-0.6583458185195923,0.7177974581718445,-0.9041878581047058,-0.3573790490627289,0.10518471896648407
1741221142.4060361,-0.15087315440177917,-0.4505496919155121,0.8172469735145569,-0.9369128942489624,-0.2871263921260834,0.11570419371128082
1741221142.506484,-0.15432503819465637,-0.586373507976532,0.8903860449790955,-0.9731197953224182,-0.1860674023628235,0.12818306684494019
1741221142.6070502,-0.39281901717185974,-0.20523956418037415,0.8401368856430054,-0.960892915725708,-0.15390075743198395,0.14862647652626038
1741221142.7074983,-0.40014684200286865,-0.4083181917667389,0.8158526420593262,-0.9332321882247925,-0.22996927797794342,0.14986056089401245
1741221142.808154,-0.3962659537792206,-0.4001999795436859,0.7771449685096741,-0.895844042301178,-0.2944989502429962,0.15221700072288513
1741221142.9088259,-0.5188588500022888,-0.4266436994075775,0.7161186933517456,-0.8564450740814209,-0.3428495526313782,0.15696758031845093
1741221143.0094473,-0.5229977369308472,-0.37863048911094666,0.6851635575294495,-0.8220009803771973,-0.35694384574890137,0.1717498004436493
1741221143.110066,-0.5821422338485718,-0.44572317600250244,0.6641840934753418,-0.8000391721725464,-0.3732779026031494,0.17355987429618835
1741221143.210686,-0.6059266328811646,-0.445291668176651,0.6209576725959778,-0.7861683368682861,-0.3854098916053772,0.17211630940437317
1741221143.3112473,-0.6098275780677795,-0.4533359110355377,0.6441349983215332,-0.7867209911346436,-0.3843902349472046,0.17260496318340302
1741221143.4117818,-0.6098565459251404,-0.4453461766242981,0.6402844190597534,-0.7868462204933167,-0.3843805491924286,0.17240886390209198
1741221143.5123332,-0.6138164401054382,-0.445289671421051,0.6363154649734497,-0.7867599129676819,-0.38468462228775024,0.17244131863117218
1741221143.612805,-0.6098325848579407,-0.45331743359565735,0.640252411365509,-0.7867820858955383,-0.3847164809703827,0.17229807376861572
1741221143.713301,-0.6098585724830627,-0.4413975775241852,0.6480655670166016,-0.7867765426635742,-0.3847743272781372,0.17234060168266296
1741221143.8138008,-0.6177493333816528,-0.4492742419242859,0.6439784169197083,-0.7868342399597168,-0.3846648633480072,0.17230884730815887
1741221143.9142325,-0.6059736609458923,-0.421470582485199,0.6404666900634766,-0.7857773900032043,-0.38167333602905273,0.17535793781280518
1741221144.0146434,-0.6257951855659485,-0.397459477186203,0.6595441699028015,-0.7838260531425476,-0.36684367060661316,0.18657173216342926
1741221144.1151805,-0.6257811188697815,-0.40539368987083435,0.6517469882965088,-0.7837898135185242,-0.3666328489780426,0.18658119440078735
1741221144.2158322,-0.6337029337882996,-0.4013320803642273,0.6515903472900391,-0.7837973237037659,-0.3666836619377136,0.1864435225725174
1741221144.3164415,-0.6336929798126221,-0.4013690650463104,0.6593555808067322,-0.7833442091941833,-0.3669523596763611,0.18663518130779266
1741221144.4170551,-0.6573703289031982,-0.42498067021369934,0.6432113647460938,-0.7795403599739075,-0.36878105998039246,0.1863986849784851
1741221144.5176022,-0.6416177153587341,-0.4012375771999359,0.6475352048873901,-0.7773725986480713,-0.3703822195529938,0.18628424406051636
1741221144.618146,-0.6376767754554749,-0.39334139227867126,0.6554186344146729,-0.7764832973480225,-0.3710308372974396,0.18605415523052216
1741221144.7186522,-0.6416006684303284,-0.4052416980266571,0.6514017581939697,-0.7758839726448059,-0.3715687692165375,0.18591906130313873
1741221144.8191824,-0.6337149143218994,-0.39734649658203125,0.6516063809394836,-0.7753978371620178,-0.3719411790370941,0.18578696250915527
1741221144.919711,-0.6376698017120361,-0.39730849862098694,0.6515200734138489,-0.7747591137886047,-0.3725048005580902,0.18576253950595856
1741221145.0201986,-0.6415677070617676,-0.42112860083580017,0.6396899819374084,-0.7701045870780945,-0.37625327706336975,0.1846434772014618
1741221145.1207678,-0.6416397094726562,-0.39721500873565674,0.6397860050201416,-0.7696858048439026,-0.37648245692253113,0.18479470908641815
1741221145.2214382,-0.6416006684303284,-0.4052416980266571,0.6514017581939697,-0.7692221403121948,-0.37660858035087585,0.1845904290676117
1741221145.322143,-0.6534464359283447,-0.43278637528419495,0.6005570292472839,-0.7604867219924927,-0.38341280817985535,0.1825946420431137
1741221145.4227545,-0.6574523448944092,-0.4010300636291504,0.6355421543121338,-0.7589889168739319,-0.3834274113178253,0.18325510621070862
1741221145.523351,-0.6337879300117493,-0.3813115954399109,0.6322574019432068,-0.758729875087738,-0.3827938437461853,0.183733269572258
1741221145.623859,-0.6614862084388733,-0.37311139702796936,0.6394504904747009,-0.758053183555603,-0.3774864971637726,0.18828362226486206
1741221145.7243056,-0.6614862084388733,-0.37311139702796936,0.6394504904747009,-0.7582223415374756,-0.3761252760887146,0.1892416626214981
1741221145.824894,-0.7054561972618103,-0.18179157376289368,0.7246863842010498,-0.7590071558952332,-0.3335954546928406,0.2192111313343048
1741221145.9254668,-0.6735939383506775,-0.2775094509124756,0.6745190024375916,-0.7613821625709534,-0.33066630363464355,0.21906648576259613
1741221146.0259292,-0.6696170568466187,-0.28157007694244385,0.6823545098304749,-0.7618183493614197,-0.3303162753582001,0.2191811352968216
1741221146.1264021,-0.6814497709274292,-0.2855156660079956,0.6976099610328674,-0.762186586856842,-0.32950976490974426,0.2196892499923706
1741221146.226994,-0.6617952585220337,-0.24584966897964478,0.6982014775276184,-0.7734085917472839,-0.300481379032135,0.2380763292312622
1741221146.3276355,-0.6777598261833191,-0.1860431730747223,0.7252744436264038,-0.7754240036010742,-0.28487658500671387,0.2462153285741806
1741221146.4281108,-0.6698430180549622,-0.1900862753391266,0.7215484976768494,-0.7756918668746948,-0.2825833857059479,0.24766044318675995
1741221146.5288172,-0.6698530316352844,-0.19004926085472107,0.713783323764801,-0.7756853103637695,-0.2823340892791748,0.24790501594543457
1741221146.6293862,-0.6738148927688599,-0.18604418635368347,0.7175955772399902,-0.775718092918396,-0.28206220269203186,0.24789175391197205
1741221146.7299333,-0.6738269329071045,-0.18205857276916504,0.7176116108894348,-0.7757928371429443,-0.28176456689834595,0.24784967303276062
1741221146.8304365,-0.6698600053787231,-0.18608218431472778,0.717681884765625,-0.775763213634491,-0.2818746864795685,0.24786047637462616
1741221146.9309442,-0.6698430180549622,-0.1900862753391266,0.7215484976768494,-0.7758520245552063,-0.28159236907958984,0.2477271854877472
1741221147.0314536,-0.6698480248451233,-0.19006776809692383,0.7176659107208252,-0.7757908701896667,-0.28165969252586365,0.24786925315856934
1741221147.1319332,-0.6698360443115234,-0.19405338168144226,0.7176498770713806,-0.7757008671760559,-0.28173500299453735,0.24804547429084778
1741221147.2324488,-0.6777697801589966,-0.18600618839263916,0.7175092697143555,-0.7757396101951599,-0.2819039225578308,0.24790328741073608
1741221147.3329833,-0.673819899559021,-0.1860256791114807,0.7137129902839661,-0.7757479548454285,-0.28205156326293945,0.2478237897157669
1741221147.4334743,-0.669854998588562,-0.18610066175460815,0.7215644717216492,-0.7757589817047119,-0.28200381994247437,0.2477935254573822
1741221147.5340292,-0.6698720455169678,-0.18209657073020935,0.7176978588104248,-0.7757492065429688,-0.2819955348968506,0.2478099763393402
1741221147.6346812,-0.6698600053787231,-0.18608218431472778,0.717681884765625,-0.7757493853569031,-0.28193578124046326,0.24781610071659088
1741221147.735288,-0.6658861637115479,-0.1940728724002838,0.7138535976409912,-0.7757065892219543,-0.2820056080818176,0.2478947937488556
1741221147.8358788,-0.6698410511016846,-0.1940348744392395,0.7137672901153564,-0.7757072448730469,-0.2820192873477936,0.24787530303001404
1741221147.9364593,-0.6698620915412903,-0.18213358521461487,0.7254630327224731,-0.7758554816246033,-0.2818965017795563,0.24752753973007202
1741221148.037068,-0.6659291386604309,-0.17814895510673523,0.7178001999855042,-0.775862991809845,-0.28170260787010193,0.24755221605300903
1741221148.137723,-0.6698620915412903,-0.18213358521461487,0.7254630327224731,-0.7757566571235657,-0.2817777395248413,0.24781884253025055
1741221148.238337,-0.6738269329071045,-0.18205857276916504,0.7176116108894348,-0.7757599949836731,-0.28172993659973145,0.24780109524726868
1741221148.33888,-0.6698530316352844,-0.19004926085472107,0.713783323764801,-0.7757888436317444,-0.28183871507644653,0.2477082908153534
1741221148.4394116,-0.6698770523071289,-0.1820780634880066,0.7138152718544006,-0.7757965326309204,-0.2819468080997467,0.2476273775100708
1741221148.5399644,-0.6698290109634399,-0.19802045822143555,0.7137513160705566,-0.7757683396339417,-0.28188246488571167,0.2476925402879715
1741221148.6405044,-0.6698600053787231,-0.18608218431472778,0.717681884765625,-0.7757655382156372,-0.2818736433982849,0.2477024495601654
1741221148.740896,-0.6698530316352844,-0.19004926085472107,0.713783323764801,-0.7757036089897156,-0.28197672963142395,0.24782933294773102
1741221148.8413928,-0.6659051179885864,-0.1861201822757721,0.7177681922912598,-0.7757529020309448,-0.2821343243122101,0.24764524400234222
1741221148.9419048,-0.6659051179885864,-0.1861201822757721,0.7177681922912598,-0.7757517695426941,-0.2820175290107727,0.24768288433551788
1741221149.0425107,-0.6658981442451477,-0.19008725881576538,0.713869571685791,-0.7757541537284851,-0.28218191862106323,0.2476499229669571
