timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
1740480094.2755172,0.0734061598777771,0.004777338355779648,1.002605676651001,0.998038649559021,0.0019963951781392097,0.042430054396390915
1740480094.3760748,-0.08467283844947815,-0.03748876601457596,0.9873298406600952,0.9985838532447815,0.01272291224449873,-0.02712923474609852
1740480094.4766264,-0.19929593801498413,-0.06423046439886093,0.9730674028396606,0.9953325986862183,0.025489453226327896,-0.08298022300004959
1740480094.57719,-0.17948544025421143,-0.0763772651553154,0.9734508991241455,0.9945862293243408,0.0322425402700901,-0.08918651938438416
1740480094.6777508,-0.07275513559579849,-0.05356366187334061,0.9914073944091797,0.9973786473274231,0.027107279747724533,-0.050203509628772736
1740480094.7783217,0.022083459421992302,-0.02659495919942856,0.9974731802940369,0.9988033175468445,0.015280768275260925,-0.00210959673859179
1740480094.878933,0.042015962302684784,-0.10225235670804977,0.9432442784309387,0.9989444017410278,0.02380090020596981,0.02070762775838375
1740480094.979451,0.037917058914899826,-0.03468116372823715,0.9900211691856384,0.9991664886474609,0.022296089679002762,0.018162112683057785
1740480095.0829172,-0.021427437663078308,-0.022209860384464264,1.000422477722168,0.9994790554046631,0.012260735034942627,-0.005299517419189215
1740480095.1839921,-0.08471783995628357,-0.017616264522075653,0.9990576505661011,0.9989655017852783,0.008051096461713314,-0.03439055755734444
1740480095.2845464,-0.10049443691968918,-0.0333881676197052,0.9947658777236938,0.9984558820724487,0.010075674392282963,-0.046613503247499466
1740480095.385076,-0.057002536952495575,-0.02982056885957718,0.9957311749458313,0.9988508224487305,0.013711448758840561,-0.035624340176582336
1740480095.4856412,-0.025373339653015137,-0.03008756786584854,0.9886563420295715,0.9992937445640564,0.014398953877389431,-0.018313784152269363
1740480095.586238,-0.013510636985301971,-0.02625296264886856,0.9966964721679688,0.9994043707847595,0.013480198569595814,-0.011374618858098984
1740480095.686771,-0.04121694341301918,-0.021964363753795624,0.9883431792259216,0.9993229508399963,0.01325500663369894,-0.01730888895690441
