timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0.0,-0.021365441381931305,-0.04608646035194397,0.9925612807273865,0.9996515512466431,0.02435804344713688,-0.010175708681344986
0.10142254829406738,-0.02531033754348755,-0.04608546197414398,1.0002400875091553,0.9996429085731506,0.024650832638144493,-0.010319498367607594
0.20255184173583984,-0.025308340787887573,-0.0500340610742569,0.9924589991569519,0.999640941619873,0.02484103851020336,-0.01004964392632246
0.3034334182739258,-0.017398543655872345,-0.05011005699634552,0.9926316142082214,0.9996357560157776,0.025087833404541016,-0.009953969158232212
0.4043095111846924,-0.025298338383436203,-0.05007106065750122,1.0002241134643555,0.999634325504303,0.025111544877290726,-0.010032410733401775
0.5055296421051025,-0.01741054281592369,-0.04612445831298828,0.9926475882530212,0.9996342062950134,0.02508922852575779,-0.0100959911942482
0.6063632965087891,-0.02529633790254593,-0.05401966720819473,0.9924430251121521,0.9996418952941895,0.024770531803369522,-0.010131255723536015
0.7071652412414551,-0.017381537705659866,-0.05411416292190552,0.996498167514801,0.9996349215507507,0.025002723559737206,-0.010245628654956818
0.8081202507019043,-0.02528633549809456,-0.054056666791439056,1.0002081394195557,0.9996361136436462,0.024952860549092293,-0.010250410065054893
0.9091739654541016,-0.021365441381931305,-0.04608646035194397,0.9925612807273865,0.9996384978294373,0.024881387129426003,-0.010195956565439701
1.0110201835632324,-0.01739354059100151,-0.05012855678796768,0.9965142011642456,0.9996396899223328,0.02485153265297413,-0.010151199996471405
1.1120669841766357,0.00268595851957798,-0.09085904806852341,1.1404417753219604,0.9995976686477661,0.026362253352999687,-0.010352826677262783
1.2129981517791748,0.27596503496170044,-0.3235173523426056,0.9086300134658813,0.9600061774253845,0.13386885821819305,0.005852002650499344
1.3140153884887695,-0.06110343337059021,0.002287238836288452,0.9569469094276428,0.7718635201454163,0.16076670587062836,0.032998859882354736
1.4149043560028076,0.2907826602458954,0.038687240332365036,0.9803179502487183,0.42256098985671997,0.10183320939540863,0.08222132176160812
1.5160434246063232,0.17264467477798462,-0.14729246497154236,0.9342683553695679,0.3405444622039795,0.11759691685438156,-0.09466104954481125
1.6168389320373535,-0.02750023826956749,-0.8014059662818909,0.5972061157226562,0.3415523171424866,0.1305394321680069,-0.3637547492980957
1.7176289558410645,-0.13460353016853333,-0.6494266986846924,0.7003141641616821,0.3514510691165924,0.09553863853216171,-0.3612775504589081
1.818411111831665,0.031583260744810104,-0.6828519701957703,0.6921629905700684,0.3582051396369934,0.10807012021541595,-0.34803467988967896
1.9192659854888916,0.03208225965499878,-0.8502286672592163,0.6876084208488464,0.3645477592945099,0.1290397197008133,-0.35108205676078796
1.9201154708862305,0.0593065582215786,-0.7108506560325623,0.6577116847038269,0.36332905292510986,0.15131835639476776,-0.35640689730644226
2.020763874053955,0.34541934728622437,-1.1718566417694092,0.6465548872947693,0.3596104085445404,0.17379945516586304,-0.3525993824005127
2.1218459606170654,0.010412760078907013,-0.3109651803970337,0.47579383850097656,0.3567032217979431,0.17414429783821106,-0.30558139085769653
